"BehaviorSpace results (NetLogo 5.3)"
"Bees.nlogo"
"Simulation Run"
"04/05/2016 14:38:27:510 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","50"
"[run number]","resource_density","R_value","communication?","population","repetitions","save_map","min-pxcor","max-pxcor","min-pycor","max-pycor","[step]","R","loop-num","nectar-influx","hive-collected","imported","exported","timer-post-setup","timer","count patches with [resource?]","count patches with [resource? and quantity = 50]","count patches with [resource? and quantity != 50]","count patches with [resource? and quantity = 0]","max [dist-hive-max] of turtles","foraged-count","dance-quality","dance-quantity","random-quality","random-quantity"
"24","""dense""","""0.4""","false","500","4","true","-750","750","-750","750","2400","0.3974191709394411","1","87.56702254272521","1.0503664353999889E8","true","false","213.855","2039.605","3182","3096","86","28","377.8414274961007","2465","0","0","1.0694529390000025E7","269"
"25","""dense""","""0.4""","false","500","5","true","-750","750","-750","750","2400","0.4235010323777827","1","9.863844443518136","1.1831681410000004E7","true","false","205.435","2016.475","3186","3098","88","27","355.30550058450706","2115","0","0","1670391.2200000002","223"
"26","""dense""","""0.4""","false","500","6","true","-750","750","-750","750","2400","0.411615205561371","1","26.109081375573016","3.131784310999983E7","true","false","205.59","2017.738","3256","3156","100","26","663.6823247929019","2356","0","0","3860728.640000001","301"
"27","""dense""","""0.4""","false","500","7","true","-750","750","-750","750","2400","0.41350428948381635","2","20.361104952063346","2.4423145389999986E7","true","false","216.024","2044.979","3111","3021","90","21","734.138658116543","2038","0","0","2630050.999999999","219"
"28","""dense""","""0.4""","false","500","8","true","-750","750","-750","750","2400","0.4027177044547965","1","16.425067436431856","1.9701868390000008E7","true","false","216.987","2048.943","3178","3087","91","32","270.7427279568062","2551","0","0","1908281.8800000006","280"
"29","""dense""","""0.4""","false","500","9","true","-750","750","-750","750","2400","0.3878214295203497","1","15.972159633180496","1.9158605480000004E7","true","false","215.284","2018.76","3241","3148","93","29","365.51073483632973","2363","0","0","2158598.6200000006","270"
"30","""dense""","""0.4""","false","500","10","true","-750","750","-750","750","2400","0.42762718799218985","1","8.801081942476072","1.0556897790000048E7","true","false","215.614","2017.75","3135","3035","100","31","324.05246488801777","2455","0","0","1060373.480000001","255"
"31","""dense""","""0.4""","false","3000","1","true","-750","750","-750","750","2400","0.39477321859514947","1","30.68572547450352","2.2084516624000186E8","true","false","207.119","2070.757","3192","2897","295","115","520.2772523246227","8626","0","0","3.931245487000005E7","1558"
"32","""dense""","""0.4""","false","3000","2","true","-750","750","-750","750","2400","0.3773787489964278","1","6.609952745588364","4.757182990999945E7","true","false","207.406","2066.577","3333","3060","273","118","429.1444978093043","7996","0","0","7522560.150000017","1494"
"34","""dense""","""0.4""","false","3000","4","true","-750","750","-750","750","2400","0.3974191709394411","1","43.2958215034048","3.1160002736000437E8","true","false","209.66","2057.225","3182","2880","302","146","450.20797157864337","9408","0","0","6.1366108819999486E7","2011"
"33","""dense""","""0.4""","false","3000","3","true","-750","750","-750","750","2400","0.41228692507921594","1","22.27666433097142","1.6032515319000134E8","true","false","208.94","2058.067","3093","2793","300","136","493.0399216946087","8969","0","0","2.774974636999998E7","1842"
"35","""dense""","""0.4""","false","3000","5","true","-750","750","-750","750","2400","0.4235010323777827","1","10.347722716409336","7.447256038999799E7","true","false","213.115","2082.335","3186","2862","324","144","590.2245335463446","9609","0","0","1.5468186800000064E7","1956"
"36","""dense""","""0.4""","false","3000","6","true","-750","750","-750","750","2400","0.411615205561371","1","12.372083827983783","8.904188730999929E7","true","false","213.512","2090.109","3256","2925","331","136","511.76947935569586","9224","0","0","1.8699972589999955E7","1830"
"38","""dense""","""0.4""","false","3000","8","true","-750","750","-750","750","2400","0.4027177044547965","1","27.953779884674912","2.0118335383000535E8","true","false","215.152","2063.457","3178","2868","310","139","435.23223191209263","9069","0","0","3.8207338719999924E7","1917"
"37","""dense""","""0.4""","false","3000","7","true","-750","750","-750","750","2400","0.41350428948381635","2","17.522233219397013","1.261075124800003E8","true","false","215.203","2064.755","3111","2785","326","138","586.2969544960289","9014","0","0","2.149431117999991E7","1770"
"39","""dense""","""0.4""","false","3000","9","true","-750","750","-750","750","2400","0.3878214295203497","1","11.10230639572022","7.990329912999842E7","true","false","211.437","2020.52","3241","2924","317","147","563.7131107319345","9547","0","0","1.6985450769999985E7","1999"
"40","""dense""","""0.4""","false","3000","10","true","-750","750","-750","750","2400","0.42762718799218985","1","8.199961033763739","5.9015119559997626E7","true","false","206.714","2006.661","3135","2836","299","128","463.3668519703972","8884","0","0","1.0770562480000036E7","1634"
"41","""dense""","""0.6""","true","500","1","true","-750","750","-750","750","2400","0.610418758080719","1","10.69126120050006","1.2824167809999822E7","false","true","49.608","1405.352","3253","3057","196","85","378.933907931358","5473","1.2029441229999864E7","5016","2506051.2600000044","841"
"42","""dense""","""0.6""","true","500","2","true","-750","750","-750","750","2400","0.5962705304299113","1","12.72777473113799","1.526696579000002E7","false","true","51.285","1409.634","3143","2950","193","78","381.13018264062435","5355","1.4426746509999935E7","4872","2468685.1199999982","822"
"43","""dense""","""0.6""","true","500","3","true","-750","750","-750","750","2400","0.5944789556882505","1","18.87158565235529","2.263646699000017E7","false","true","52.634","1417.54","3161","2955","206","77","368.4901626909462","5316","2.130547018000012E7","4750","4916741.6299999915","844"
"44","""dense""","""0.6""","true","500","4","true","-750","750","-750","750","2400","0.5894667814399559","1","20.910543501458907","2.508219692999996E7","false","true","52.83","1419.981","3237","3027","210","98","363.67552007843426","6095","2.359201935999995E7","5515","5660136.129999994","1014"
"45","""dense""","""0.6""","true","500","5","true","-750","750","-750","750","2400","0.610120965091392","1","43.178292221758554","5.1792361519999385E7","false","true","53.287","1408.852","3303","3086","217","96","401.6267866107292","6328","4.930696469999978E7","5253","8378486.090000024","1000"
"46","""dense""","""0.6""","true","500","6","true","-750","750","-750","750","2400","0.5983305822527512","1","11.695111738224318","1.4028286530000068E7","false","true","54.903","1408.178","3125","2902","223","81","452.90966790922545","5682","1.3168666880000068E7","5245","2065655.9399999953","842"
"47","""dense""","""0.6""","true","500","7","true","-750","750","-750","750","2400","0.6107319225733046","1","24.92647790746159","2.9899310250000175E7","false","true","52.378","1409.039","3229","3007","222","87","370.7638103742903","6059","2.886489328000012E7","5349","3789379.610000002","840"
"48","""dense""","""0.6""","true","500","8","true","-750","750","-750","750","2400","0.5963662128739321","1","13.894757282200967","1.6666761360000059E7","false","true","51.432","1418.573","3194","2971","223","95","354.91798288588564","6053","1.5967852830000054E7","5512","2500688.67","978"
"49","""dense""","""0.6""","true","500","9","true","-750","750","-750","750","2400","0.5954059923475968","1","11.560799641517258","1.3867179169999951E7","false","true","50.669","1468.842","3305","3110","195","70","378.253805336705","5082","1.3067327649999969E7","4626","2061326.580000002","733"
"50","""dense""","""0.6""","true","500","10","true","-750","750","-750","750","2400","0.5923235982446502","1","14.863528820341775","1.782880281999996E7","false","true","50.786","1467.685","3211","3016","195","72","426.1934055241685","5231","1.7118457839999944E7","4810","2598202.8699999996","741"
"51","""dense""","""0.6""","true","3000","1","true","-750","750","-750","750","2400","0.610418758080719","1","12.9462924982627","9.317446710999666E7","true","false","216.044","2156.39","3253","2605","648","343","684.9014527652865","19807","8.688868634999822E7","16579","3.1903777770000126E7","6134"
"52","""dense""","""0.6""","true","3000","2","true","-750","750","-750","750","2400","0.5962705304299113","1","7.757556265110003","5.58311324399967E7","true","false","217.173","2150.746","3143","2509","634","339","701.502672838814","19827","5.065018089999787E7","17368","1.6315332180000082E7","5869"
"53","""dense""","""0.6""","true","3000","3","true","-750","750","-750","750","2400","0.5944789556882505","1","16.549234693622118","1.1910484208999838E8","true","false","217.658","2133.423","3161","2524","637","344","580.3312495521656","19945","1.1003918030999999E8","15878","3.338938216999938E7","5927"
"54","""dense""","""0.6""","true","3000","4","true","-750","750","-750","750","2400","0.5894667814399559","1","10.173002559399267","7.321509941999653E7","true","false","219.339","2132.302","3237","2591","646","337","576.1564593693356","19816","6.574376299999692E7","16626","1.966835315000011E7","5877"
"56","""dense""","""0.6""","true","3000","6","true","-750","750","-750","750","2400","0.5983305822527512","1","9.254547757398328","6.660498020999576E7","true","false","207.461","2140.215","3125","2483","642","345","543.5678430518126","20268","6.054396205999685E7","17530","1.9088305079999946E7","5921"
"55","""dense""","""0.6""","true","3000","5","true","-750","750","-750","750","2400","0.610120965091392","1","18.534712025843717","1.3339432244999722E8","true","false","208.158","2163.347","3303","2632","671","359","566.6211673156558","21428","1.2121289594000028E8","16613","3.610439664999995E7","6642"
"57","""dense""","""0.6""","true","3000","7","true","-750","750","-750","750","2400","0.6107319225733046","1","11.376485157703595","8.187656367999278E7","true","false","217.168","2133.697","3229","2595","634","341","523.9489016370458","19990","7.597889423999538E7","16152","2.069010414000019E7","5739"
"58","""dense""","""0.6""","true","3000","8","true","-750","750","-750","750","2400","0.5963662128739321","1","13.57998634430958","9.773516171999604E7","true","false","218.317","2138.148","3194","2542","652","343","555.8049564099044","20101","9.06226803899976E7","16891","3.221978318999976E7","6271"
"60","""dense""","""0.6""","true","3000","10","true","-750","750","-750","750","2400","0.5923235982446502","1","19.20168043212399","1.3819449406999636E8","true","false","220.008","2158.342","3211","2574","637","334","556.8138218918086","19417","1.2851593063999651E8","15960","3.668435694000007E7","5883"
"59","""dense""","""0.6""","true","3000","9","true","-750","750","-750","750","2400","0.5954059923475968","1","11.726892634430467","8.439844628999607E7","true","false","220.009","2181.87","3305","2665","640","336","536.0707285385186","19559","7.822243574999739E7","16452","2.4853066979999848E7","5759"
"61","""dense""","""0.6""","false","500","1","true","-750","750","-750","750","2400","0.610418758080719","1","4.17595001250522","5009052.040000011","true","false","210.105","2025.087","3253","3161","92","27","271.8124353299532","2440","0","0","576422.51","280"
"62","""dense""","""0.6""","false","500","2","true","-750","750","-750","750","2400","0.5962705304299113","1","4.678446586077529","5611796.679999996","true","false","210.431","2019.857","3143","3049","94","31","288.88232898535","2611","0","0","536073.6599999997","263"
"63","""dense""","""0.6""","false","500","3","true","-750","750","-750","750","2400","0.5944789556882505","1","6.832194097540634","8195216.819999989","true","false","217.887","2035.011","3161","3068","93","32","349.20624278497655","2557","0","0","1121932.9599999997","298"
"64","""dense""","""0.6""","false","500","4","true","-750","750","-750","750","2400","0.5894667814399559","1","7.225455739891632","8666934.160000011","true","false","211.443","2039.741","3237","3134","103","32","336.4312708414603","2702","0","0","823518.8300000002","273"
"66","""dense""","""0.6""","false","500","6","true","-750","750","-750","750","2400","0.5983305822527512","1","4.339377507294714","5205083.32000001","true","false","207.772","2010.613","3125","3026","99","29","344.10780776554134","2385","0","0","601009.1399999999","277"
"65","""dense""","""0.6""","false","500","5","true","-750","750","-750","750","2400","0.610120965091392","1","21.060759983326488","2.526238160000012E7","true","false","208.633","2018.139","3303","3198","105","35","320.2639536382451","2854","0","0","2712129.69","311"
"67","""dense""","""0.6""","false","500","7","true","-750","750","-750","750","2400","0.6107319225733046","1","7.913656423509834","9492430.880000046","true","false","207.164","2037.826","3229","3131","98","34","274.59840175909557","2651","0","0","766425.8100000002","275"
"68","""dense""","""0.6""","false","500","8","true","-750","750","-750","750","2400","0.5963662128739321","1","5.30494901208834","6363286.339999964","true","false","206.963","2045.176","3194","3089","105","32","367.55253555510535","2841","0","0","895870.7800000007","330"
"69","""dense""","""0.6""","false","500","9","true","-750","750","-750","750","2400","0.5954059923475968","1","3.636687319716568","4362206.440000024","true","false","214.712","2020.983","3305","3202","103","30","248.73560993501948","2687","0","0","438691.58999999985","272"
"70","""dense""","""0.6""","false","500","10","true","-750","750","-750","750","2400","0.5923235982446502","1","4.0539445685702775","4862706.510000048","true","false","213.975","2024.577","3211","3120","91","21","347.2984433701378","2264","0","0","550375.4199999998","227"
"71","""dense""","""0.6""","false","3000","1","true","-750","750","-750","750","2400","0.610418758080719","1","3.9596205418924146","2.849738903999971E7","true","false","210.85","2075.609","3253","2922","331","148","410.44372872963055","9553","0","0","6191518.690000016","1889"
"72","""dense""","""0.6""","false","3000","2","true","-750","750","-750","750","2400","0.5962705304299113","1","3.3833111240794502","2.4349690159999803E7","true","false","204.119","2081.936","3143","2809","334","140","479.11793955142196","9366","0","0","4927987.699999993","1827"
"73","""dense""","""0.6""","false","3000","3","true","-750","750","-750","750","2400","0.5944789556882505","1","8.860286151173892","6.37674794299985E7","true","false","216.468","2072.958","3161","2844","317","146","455.96595484927616","9396","0","0","1.3270180100000003E7","1833"
"74","""dense""","""0.6""","false","3000","4","true","-750","750","-750","750","2400","0.5894667814399559","1","5.810070686396968","4.181507872999898E7","true","false","215.498","2073.425","3237","2913","324","160","494.2546251518053","10076","0","0","9006580.370000023","2079"
"75","""dense""","""0.6""","false","3000","5","true","-750","750","-750","750","2400","0.610120965091392","1","12.535360842017175","9.02169919799976E7","true","false","218.488","2086.852","3303","2983","320","166","510.61550387769864","10210","0","0","1.740873542000008E7","2076"
"76","""dense""","""0.6""","false","3000","6","true","-750","750","-750","750","2400","0.5983305822527512","1","3.208097214116983","2.3088675649999924E7","true","false","211.178","2087.436","3125","2812","313","141","448.63013719544074","9255","0","0","4479811.120000011","1754"
"77","""dense""","""0.6""","false","3000","7","true","-750","750","-750","750","2400","0.6107319225733046","1","5.82776690843406","4.194243843999993E7","true","false","223.557","2074.132","3229","2907","322","157","418.4925327888181","9802","0","0","6177336.290000015","1721"
"78","""dense""","""0.6""","false","3000","8","true","-750","750","-750","750","2400","0.5963662128739321","1","3.318613447269737","2.38840609800003E7","true","false","223.41","2080.152","3194","2871","323","150","420.1876149985592","9508","0","0","5506027.070000027","1922"
"81","""dense""","""0.8""","true","500","1","true","-750","750","-750","750","2400","0.7923431089430147","1","8.813486252605191","1.0571776759999927E7","false","true","67.265","1426.95","3170","2961","209","85","396.18998858107193","6046","1.0084574989999928E7","5623","1542814.490000003","802"
"82","""dense""","""0.8""","true","500","2","true","-750","750","-750","750","2400","0.802419302020183","1","11.240864893705474","1.3483417439999718E7","false","true","64.145","1420.203","3178","2969","209","85","392.8256610762591","5894","1.2457733269999739E7","5394","1811456.6499999992","882"
"79","""dense""","""0.6""","false","3000","9","true","-750","750","-750","750","2400","0.5954059923475968","1","4.219199517854604","3.036557892999959E7","true","false","217.739","2027.344","3305","2993","312","151","553.5964233988511","9584","0","0","5393220.360000016","1793"
"80","""dense""","""0.6""","false","3000","10","true","-750","750","-750","750","2400","0.5923235982446502","1","7.405566970960032","5.3297865489999354E7","true","false","211.818","2016.113","3211","2876","335","159","426.666618674396","10173","0","0","8989352.80000003","2067"
"83","""dense""","""0.8""","true","500","3","true","-750","750","-750","750","2400","0.804575697796721","1","5.3921236765319325","6467852.350000054","false","true","66.068","1418.699","3207","3005","202","83","311.43446862541214","5510","6057847.380000051","5104","1009488.6699999998","811"
"84","""dense""","""0.8""","true","500","4","true","-750","750","-750","750","2400","0.8148945476737424","1","7.365793347228097","8835269.120000102","false","true","64.411","1415.837","3227","3030","197","84","376.099352087637","6013","8334401.710000093","5600","1333567.5299999993","809"
"85","""dense""","""0.8""","true","500","5","true","-750","750","-750","750","2400","0.81325698122872","1","6.990425777407218","8385015.719999958","false","true","68.331","1425.5","3206","2993","213","87","389.8266580514444","6048","7902953.399999964","5633","1534592.139999998","776"
"86","""dense""","""0.8""","true","500","6","true","-750","750","-750","750","2400","0.8176579158728369","1","14.052954622759353","1.6856519069999844E7","false","true","67.699","1430.418","3079","2872","207","81","344.3932256030818","6168","1.5341099189999824E7","5661","2564365.6799999983","776"
"87","""dense""","""0.8""","true","500","7","true","-750","750","-750","750","2400","0.7720936178013074","1","6.581243509795772","7894201.590000029","false","true","66.908","1419.341","3299","3089","210","90","409.8975481751507","5936","7371093.18000003","5494","1409999.449999999","876"
"88","""dense""","""0.8""","true","500","8","true","-750","750","-750","750","2400","0.8084048347695838","1","12.005450312630316","1.4400537650000064E7","false","true","63.823","1416.101","3207","2989","218","91","353.75132508585745","5976","1.3476815760000035E7","5529","2872477.9399999967","945"
"89","""dense""","""0.8""","true","500","9","true","-750","750","-750","750","2400","0.7984372035944043","1","6.440155006252552","7724965.929999936","false","true","67.72","1493.211","3191","2980","211","87","353.1265678529833","6039","7232410.829999945","5595","1324453.7100000011","916"
"90","""dense""","""0.8""","true","500","10","true","-750","750","-750","750","2400","0.7971736610137458","1","6.330683084618654","7593654.360000076","false","true","67.597","1503.301","3181","2963","218","85","436.3542139134215","5687","7105176.890000064","5276","1263364.1600000004","835"
"92","""dense""","""0.8""","true","3000","2","true","-750","750","-750","750","2400","0.802419302020183","1","5.873704175350713","4.227304894999907E7","true","false","223.006","2134.068","3178","2503","675","368","506.9250437688002","21180","3.797746179E7","18538","1.338274466000001E7","6495"
"91","""dense""","""0.8""","true","3000","1","true","-750","750","-750","750","2400","0.7923431089430147","1","7.432166630540254","5.348930323999821E7","true","false","223.278","2142.926","3170","2516","654","367","498.5831811326949","21107","4.926995875999913E7","18376","2.1390087919999585E7","6240"
"93","""dense""","""0.8""","true","3000","3","true","-750","750","-750","750","2400","0.804575697796721","1","4.398246623593055","3.1654180949999217E7","true","false","209.816","2152.912","3207","2573","634","340","510.764952997127","20106","2.8538138679999553E7","17807","9612769.400000133","5928"
"94","""dense""","""0.8""","true","3000","4","true","-750","750","-750","750","2400","0.8148945476737424","1","4.552720571071458","3.276592995000128E7","true","false","209.845","2157.677","3227","2592","635","361","605.943549759569","20417","2.9528430000001255E7","18022","9970698.159999924","6372"
"95","""dense""","""0.8""","true","3000","5","true","-750","750","-750","750","2400","0.81325698122872","1","6.298249716548336","4.532850320999838E7","true","false","220.329","2138.007","3206","2562","644","373","543.5832973933543","21353","4.162208957999943E7","18799","1.4497045009999998E7","6230"
"96","""dense""","""0.8""","true","3000","6","true","-750","750","-750","750","2400","0.8176579158728369","1","7.42091479366326","5.340832376999448E7","true","false","217.829","2144.554","3079","2388","691","375","581.188437600061","21539","4.908584903999548E7","18783","1.819349368999995E7","6487"
"97","""dense""","""0.8""","true","3000","7","true","-750","750","-750","750","2400","0.7720936178013074","1","5.158395481450371","3.712497227999832E7","true","false","210.291","2172.814","3299","2660","639","357","563.0147189087514","20750","3.365938886999902E7","18338","1.138191702000008E7","6034"
"98","""dense""","""0.8""","true","3000","8","true","-750","750","-750","750","2400","0.8084048347695838","1","5.94721377518368","4.2802097539996944E7","true","false","217.661","2154.647","3207","2560","647","376","498.9874842645511","21146","3.851905144999784E7","18614","1.4177083369999927E7","6657"
"99","""dense""","""0.8""","true","3000","9","true","-750","750","-750","750","2400","0.7984372035944043","1","5.23771620397386","3.769584351999987E7","true","false","216.502","2134.226","3191","2553","638","361","598.0090033446966","20519","3.411274822999948E7","18121","1.1325825400000049E7","6342"
"100","""dense""","""0.8""","true","3000","10","true","-750","750","-750","750","2400","0.7971736610137458","1","4.5385596012227225","3.2664013449999932E7","true","false","217.721","2138.557","3181","2566","615","337","536.7327081518323","19345","2.9167673070000038E7","17051","9252568.670000006","5634"
"101","""dense""","""0.8""","false","500","1","true","-750","750","-750","750","2400","0.7923431089430147","1","3.6280916631930005","4351895.950000004","true","false","213.602","2042.983","3170","3062","108","34","344.1890732695201","2655","0","0","472652.7599999998","282"
"102","""dense""","""0.8""","false","500","2","true","-750","750","-750","750","2400","0.802419302020183","1","7.193158357649079","8628193.45000007","true","false","208.453","2047.342","3178","3090","88","32","260.3619179163712","2508","0","0","953275.4999999992","282"
"103","""dense""","""0.8""","false","500","3","true","-750","750","-750","750","2400","0.804575697796721","1","3.625951796581915","4349329.180000007","true","false","211.416","2029.584","3207","3122","85","29","319.5639588128811","2423","0","0","386236.29999999964","279"
"104","""dense""","""0.8""","false","500","4","true","-750","750","-750","750","2400","0.8148945476737424","1","2.6434088036681804","3170768.8599999826","true","false","207.328","2029.747","3227","3134","93","27","284.1918366174511","2287","0","0","374172.37000000017","245"
"105","""dense""","""0.8""","false","500","5","true","-750","750","-750","750","2400","0.81325698122872","1","3.83464667778243","4599658.690000025","true","false","217.982","2053.702","3206","3110","96","30","298.80428377116687","2549","0","0","549276.2699999998","245"
"106","""dense""","""0.8""","false","500","6","true","-750","750","-750","750","2400","0.8176579158728369","1","6.916825669028819","8296732.390000069","true","false","211.551","2053.936","3079","2976","103","32","365.9541260571866","2767","0","0","1090020.3099999996","295"
"107","""dense""","""0.8""","false","500","7","true","-750","750","-750","750","2400","0.7720936178013074","1","2.9326188995414775","3517676.370000002","true","false","213.874","2033.757","3299","3214","85","27","311.84891284752507","2350","0","0","329969.32000000024","247"
"108","""dense""","""0.8""","false","500","8","true","-750","750","-750","750","2400","0.8084048347695838","1","5.33086661108794","6394374.499999983","true","false","213.735","2033.868","3207","3111","96","30","241.64267866771348","2386","0","0","576587.8500000001","267"
"109","""dense""","""0.8""","false","500","9","true","-750","750","-750","750","2400","0.7984372035944043","1","2.3299921133805706","2794825.5399999944","true","false","211.742","2058.102","3191","3096","95","31","320.9189928938454","2503","0","0","331625.0099999998","281"
"110","""dense""","""0.8""","false","500","10","true","-750","750","-750","750","2400","0.7971736610137458","1","3.0990543226344633","3717315.660000039","true","false","211.274","2066.715","3181","3090","91","32","240.63457773146402","2605","0","0","381726.6199999998","258"
"111","""dense""","""0.8""","false","3000","1","true","-750","750","-750","750","2400","0.7923431089430147","1","4.391999174656103","3.1609218059999973E7","true","false","224.433","2083.554","3170","2832","338","157","401.4165554922045","10196","0","0","8427169.240000015","1915"
