"BehaviorSpace results (NetLogo 5.3)"
"Bees.nlogo"
"resource_nums"
"02/16/2016 16:29:37:581 -0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-500","500","-500","500"
"[run number]","resource_density","patchiness","c1_mult","c2_mult","calc_R","[step]","num-patches-r","count patches with [resource?]"
"881","""sparse""","9","81","161","false","1","44.532888","52"
"882","""sparse""","9","81","161","false","1","44.532888","47"
"883","""sparse""","9","81","161","false","1","44.532888","23"
"884","""sparse""","9","81","161","false","1","44.532888","52"
"887","""sparse""","9","81","161","false","1","44.532888","36"
"888","""sparse""","9","81","161","false","1","44.532888","62"
"885","""sparse""","9","81","161","false","1","44.532888","49"
"889","""sparse""","9","81","161","false","1","44.532888","50"
"890","""sparse""","9","81","161","false","1","44.532888","37"
"886","""sparse""","9","81","161","false","1","44.532888","35"
"891","""sparse""","9","81","201","false","1","44.532888","55"
"892","""sparse""","9","81","201","false","1","44.532888","38"
"894","""sparse""","9","81","201","false","1","44.532888","46"
"893","""sparse""","9","81","201","false","1","44.532888","48"
"896","""sparse""","9","81","201","false","1","44.532888","34"
"897","""sparse""","9","81","201","false","1","44.532888","43"
"895","""sparse""","9","81","201","false","1","44.532888","45"
"898","""sparse""","9","81","201","false","1","44.532888","48"
"899","""sparse""","9","81","201","false","1","44.532888","35"
"900","""sparse""","9","81","201","false","1","44.532888","43"
"901","""sparse""","9","121","1","false","1","44.532888","47"
"902","""sparse""","9","121","1","false","1","44.532888","46"
"903","""sparse""","9","121","1","false","1","44.532888","41"
"904","""sparse""","9","121","1","false","1","44.532888","40"
"907","""sparse""","9","121","1","false","1","44.532888","34"
"908","""sparse""","9","121","1","false","1","44.532888","49"
"905","""sparse""","9","121","1","false","1","44.532888","35"
"906","""sparse""","9","121","1","false","1","44.532888","53"
"909","""sparse""","9","121","1","false","1","44.532888","56"
"910","""sparse""","9","121","1","false","1","44.532888","52"
"912","""sparse""","9","121","41","false","1","44.532888","55"
"911","""sparse""","9","121","41","false","1","44.532888","53"
"914","""sparse""","9","121","41","false","1","44.532888","46"
"913","""sparse""","9","121","41","false","1","44.532888","57"
"915","""sparse""","9","121","41","false","1","44.532888","42"
"916","""sparse""","9","121","41","false","1","44.532888","45"
"917","""sparse""","9","121","41","false","1","44.532888","52"
"918","""sparse""","9","121","41","false","1","44.532888","43"
"919","""sparse""","9","121","41","false","1","44.532888","43"
"920","""sparse""","9","121","41","false","1","44.532888","38"
"921","""sparse""","9","121","81","false","1","44.532888","50"
"922","""sparse""","9","121","81","false","1","44.532888","53"
"925","""sparse""","9","121","81","false","1","44.532888","33"
"927","""sparse""","9","121","81","false","1","44.532888","46"
"923","""sparse""","9","121","81","false","1","44.532888","38"
"926","""sparse""","9","121","81","false","1","44.532888","51"
"928","""sparse""","9","121","81","false","1","44.532888","65"
"924","""sparse""","9","121","81","false","1","44.532888","47"
"929","""sparse""","9","121","81","false","1","44.532888","45"
"930","""sparse""","9","121","81","false","1","44.532888","41"
"931","""sparse""","9","121","121","false","1","44.532888","40"
"932","""sparse""","9","121","121","false","1","44.532888","35"
"935","""sparse""","9","121","121","false","1","44.532888","60"
"934","""sparse""","9","121","121","false","1","44.532888","44"
"933","""sparse""","9","121","121","false","1","44.532888","47"
"936","""sparse""","9","121","121","false","1","44.532888","50"
"937","""sparse""","9","121","121","false","1","44.532888","51"
"938","""sparse""","9","121","121","false","1","44.532888","51"
"939","""sparse""","9","121","121","false","1","44.532888","31"
"940","""sparse""","9","121","121","false","1","44.532888","39"
"941","""sparse""","9","121","161","false","1","44.532888","33"
"942","""sparse""","9","121","161","false","1","44.532888","37"
"945","""sparse""","9","121","161","false","1","44.532888","46"
"943","""sparse""","9","121","161","false","1","44.532888","47"
"944","""sparse""","9","121","161","false","1","44.532888","38"
"946","""sparse""","9","121","161","false","1","44.532888","51"
"947","""sparse""","9","121","161","false","1","44.532888","45"
"948","""sparse""","9","121","161","false","1","44.532888","37"
"949","""sparse""","9","121","161","false","1","44.532888","47"
"950","""sparse""","9","121","161","false","1","44.532888","64"
"951","""sparse""","9","121","201","false","1","44.532888","47"
"954","""sparse""","9","121","201","false","1","44.532888","35"
"952","""sparse""","9","121","201","false","1","44.532888","49"
"953","""sparse""","9","121","201","false","1","44.532888","32"
"955","""sparse""","9","121","201","false","1","44.532888","45"
"956","""sparse""","9","121","201","false","1","44.532888","54"
"957","""sparse""","9","121","201","false","1","44.532888","42"
"958","""sparse""","9","121","201","false","1","44.532888","42"
"959","""sparse""","9","121","201","false","1","44.532888","40"
"960","""sparse""","9","121","201","false","1","44.532888","40"
"963","""sparse""","9","161","1","false","1","44.532888","38"
"964","""sparse""","9","161","1","false","1","44.532888","37"
"965","""sparse""","9","161","1","false","1","44.532888","53"
"961","""sparse""","9","161","1","false","1","44.532888","47"
"966","""sparse""","9","161","1","false","1","44.532888","44"
"962","""sparse""","9","161","1","false","1","44.532888","36"
"967","""sparse""","9","161","1","false","1","44.532888","48"
"968","""sparse""","9","161","1","false","1","44.532888","37"
"969","""sparse""","9","161","1","false","1","44.532888","45"
"970","""sparse""","9","161","1","false","1","44.532888","47"
"971","""sparse""","9","161","41","false","1","44.532888","48"
"973","""sparse""","9","161","41","false","1","44.532888","40"
"972","""sparse""","9","161","41","false","1","44.532888","54"
"974","""sparse""","9","161","41","false","1","44.532888","32"
"975","""sparse""","9","161","41","false","1","44.532888","53"
"976","""sparse""","9","161","41","false","1","44.532888","49"
"977","""sparse""","9","161","41","false","1","44.532888","37"
"978","""sparse""","9","161","41","false","1","44.532888","57"
"979","""sparse""","9","161","41","false","1","44.532888","39"
"980","""sparse""","9","161","41","false","1","44.532888","54"
"983","""sparse""","9","161","81","false","1","44.532888","43"
"981","""sparse""","9","161","81","false","1","44.532888","41"
"982","""sparse""","9","161","81","false","1","44.532888","46"
"985","""sparse""","9","161","81","false","1","44.532888","37"
"986","""sparse""","9","161","81","false","1","44.532888","56"
"984","""sparse""","9","161","81","false","1","44.532888","43"
"987","""sparse""","9","161","81","false","1","44.532888","47"
"988","""sparse""","9","161","81","false","1","44.532888","53"
"989","""sparse""","9","161","81","false","1","44.532888","42"
"990","""sparse""","9","161","81","false","1","44.532888","56"
"991","""sparse""","9","161","121","false","1","44.532888","38"
"992","""sparse""","9","161","121","false","1","44.532888","47"
"993","""sparse""","9","161","121","false","1","44.532888","37"
"994","""sparse""","9","161","121","false","1","44.532888","52"
"995","""sparse""","9","161","121","false","1","44.532888","47"
"996","""sparse""","9","161","121","false","1","44.532888","49"
"997","""sparse""","9","161","121","false","1","44.532888","38"
"1000","""sparse""","9","161","121","false","1","44.532888","47"
"1001","""sparse""","9","161","161","false","1","44.532888","42"
"1003","""sparse""","9","161","161","false","1","44.532888","42"
"998","""sparse""","9","161","121","false","1","44.532888","46"
"1002","""sparse""","9","161","161","false","1","44.532888","39"
"999","""sparse""","9","161","121","false","1","44.532888","40"
"1004","""sparse""","9","161","161","false","1","44.532888","52"
"1005","""sparse""","9","161","161","false","1","44.532888","46"
"1006","""sparse""","9","161","161","false","1","44.532888","36"
"1007","""sparse""","9","161","161","false","1","44.532888","50"
"1008","""sparse""","9","161","161","false","1","44.532888","52"
"1010","""sparse""","9","161","161","false","1","44.532888","41"
"1012","""sparse""","9","161","201","false","1","44.532888","49"
"1009","""sparse""","9","161","161","false","1","44.532888","45"
"1013","""sparse""","9","161","201","false","1","44.532888","44"
"1011","""sparse""","9","161","201","false","1","44.532888","38"
"1015","""sparse""","9","161","201","false","1","44.532888","48"
"1014","""sparse""","9","161","201","false","1","44.532888","59"
"1016","""sparse""","9","161","201","false","1","44.532888","34"
"1017","""sparse""","9","161","201","false","1","44.532888","56"
"1018","""sparse""","9","161","201","false","1","44.532888","40"
"1020","""sparse""","9","161","201","false","1","44.532888","41"
"1019","""sparse""","9","161","201","false","1","44.532888","39"
"1021","""sparse""","9","201","1","false","1","44.532888","52"
"1022","""sparse""","9","201","1","false","1","44.532888","44"
"1023","""sparse""","9","201","1","false","1","44.532888","39"
"1024","""sparse""","9","201","1","false","1","44.532888","49"
"1025","""sparse""","9","201","1","false","1","44.532888","54"
"1026","""sparse""","9","201","1","false","1","44.532888","34"
"1027","""sparse""","9","201","1","false","1","44.532888","36"
"1028","""sparse""","9","201","1","false","1","44.532888","50"
"1030","""sparse""","9","201","1","false","1","44.532888","50"
"1031","""sparse""","9","201","41","false","1","44.532888","43"
"1029","""sparse""","9","201","1","false","1","44.532888","42"
"1032","""sparse""","9","201","41","false","1","44.532888","42"
"1034","""sparse""","9","201","41","false","1","44.532888","50"
"1033","""sparse""","9","201","41","false","1","44.532888","37"
"1035","""sparse""","9","201","41","false","1","44.532888","34"
"1037","""sparse""","9","201","41","false","1","44.532888","41"
"1038","""sparse""","9","201","41","false","1","44.532888","45"
"1040","""sparse""","9","201","41","false","1","44.532888","51"
"1036","""sparse""","9","201","41","false","1","44.532888","43"
"1039","""sparse""","9","201","41","false","1","44.532888","41"
"1041","""sparse""","9","201","81","false","1","44.532888","29"
"1042","""sparse""","9","201","81","false","1","44.532888","44"
"1043","""sparse""","9","201","81","false","1","44.532888","33"
"1044","""sparse""","9","201","81","false","1","44.532888","47"
"1045","""sparse""","9","201","81","false","1","44.532888","48"
"1046","""sparse""","9","201","81","false","1","44.532888","45"
"1049","""sparse""","9","201","81","false","1","44.532888","43"
"1047","""sparse""","9","201","81","false","1","44.532888","43"
"1050","""sparse""","9","201","81","false","1","44.532888","35"
"1051","""sparse""","9","201","121","false","1","44.532888","52"
"1048","""sparse""","9","201","81","false","1","44.532888","60"
"1052","""sparse""","9","201","121","false","1","44.532888","41"
"1053","""sparse""","9","201","121","false","1","44.532888","44"
"1054","""sparse""","9","201","121","false","1","44.532888","47"
"1055","""sparse""","9","201","121","false","1","44.532888","35"
"1057","""sparse""","9","201","121","false","1","44.532888","47"
"1058","""sparse""","9","201","121","false","1","44.532888","43"
"1056","""sparse""","9","201","121","false","1","44.532888","36"
"1059","""sparse""","9","201","121","false","1","44.532888","54"
"1060","""sparse""","9","201","121","false","1","44.532888","49"
"1061","""sparse""","9","201","161","false","1","44.532888","38"
"1062","""sparse""","9","201","161","false","1","44.532888","39"
"1063","""sparse""","9","201","161","false","1","44.532888","38"
"1065","""sparse""","9","201","161","false","1","44.532888","46"
"1064","""sparse""","9","201","161","false","1","44.532888","53"
"1068","""sparse""","9","201","161","false","1","44.532888","41"
"1066","""sparse""","9","201","161","false","1","44.532888","50"
"1069","""sparse""","9","201","161","false","1","44.532888","38"
"1067","""sparse""","9","201","161","false","1","44.532888","41"
"1070","""sparse""","9","201","161","false","1","44.532888","47"
"1071","""sparse""","9","201","201","false","1","44.532888","41"
"1072","""sparse""","9","201","201","false","1","44.532888","40"
"1073","""sparse""","9","201","201","false","1","44.532888","47"
"1074","""sparse""","9","201","201","false","1","44.532888","43"
"1076","""sparse""","9","201","201","false","1","44.532888","46"
"1078","""sparse""","9","201","201","false","1","44.532888","44"
"1075","""sparse""","9","201","201","false","1","44.532888","33"
"1077","""sparse""","9","201","201","false","1","44.532888","47"
"1079","""sparse""","9","201","201","false","1","44.532888","49"
"1080","""sparse""","9","201","201","false","1","44.532888","37"
"1081","""sparse""","13","1","1","false","1","44.532888","35"
"1082","""sparse""","13","1","1","false","1","44.532888","43"
"1083","""sparse""","13","1","1","false","1","44.532888","37"
"1084","""sparse""","13","1","1","false","1","44.532888","47"
"1087","""sparse""","13","1","1","false","1","44.532888","42"
"1088","""sparse""","13","1","1","false","1","44.532888","42"
"1085","""sparse""","13","1","1","false","1","44.532888","42"
"1086","""sparse""","13","1","1","false","1","44.532888","48"
"1089","""sparse""","13","1","1","false","1","44.532888","44"
"1090","""sparse""","13","1","1","false","1","44.532888","43"
"1091","""sparse""","13","1","41","false","1","44.532888","47"
"1092","""sparse""","13","1","41","false","1","44.532888","42"
"1094","""sparse""","13","1","41","false","1","44.532888","48"
"1093","""sparse""","13","1","41","false","1","44.532888","42"
"1095","""sparse""","13","1","41","false","1","44.532888","39"
"1096","""sparse""","13","1","41","false","1","44.532888","42"
"1097","""sparse""","13","1","41","false","1","44.532888","51"
"1098","""sparse""","13","1","41","false","1","44.532888","49"
"1099","""sparse""","13","1","41","false","1","44.532888","46"
"1100","""sparse""","13","1","41","false","1","44.532888","33"
"1101","""sparse""","13","1","81","false","1","44.532888","45"
"1102","""sparse""","13","1","81","false","1","44.532888","46"
"1105","""sparse""","13","1","81","false","1","44.532888","49"
"1106","""sparse""","13","1","81","false","1","44.532888","48"
"1103","""sparse""","13","1","81","false","1","44.532888","57"
"1104","""sparse""","13","1","81","false","1","44.532888","46"
"1107","""sparse""","13","1","81","false","1","44.532888","37"
"1108","""sparse""","13","1","81","false","1","44.532888","53"
"1109","""sparse""","13","1","81","false","1","44.532888","40"
"1110","""sparse""","13","1","81","false","1","44.532888","40"
"1112","""sparse""","13","1","121","false","1","44.532888","54"
"1111","""sparse""","13","1","121","false","1","44.532888","47"
"1115","""sparse""","13","1","121","false","1","44.532888","40"
"1116","""sparse""","13","1","121","false","1","44.532888","48"
"1113","""sparse""","13","1","121","false","1","44.532888","51"
"1114","""sparse""","13","1","121","false","1","44.532888","48"
"1117","""sparse""","13","1","121","false","1","44.532888","50"
"1118","""sparse""","13","1","121","false","1","44.532888","50"
"1119","""sparse""","13","1","121","false","1","44.532888","50"
"1120","""sparse""","13","1","121","false","1","44.532888","47"
"1121","""sparse""","13","1","161","false","1","44.532888","40"
"1122","""sparse""","13","1","161","false","1","44.532888","43"
"1125","""sparse""","13","1","161","false","1","44.532888","35"
"1126","""sparse""","13","1","161","false","1","44.532888","43"
"1123","""sparse""","13","1","161","false","1","44.532888","51"
"1124","""sparse""","13","1","161","false","1","44.532888","36"
"1127","""sparse""","13","1","161","false","1","44.532888","54"
"1129","""sparse""","13","1","161","false","1","44.532888","33"
"1128","""sparse""","13","1","161","false","1","44.532888","48"
"1130","""sparse""","13","1","161","false","1","44.532888","56"
"1131","""sparse""","13","1","201","false","1","44.532888","47"
"1132","""sparse""","13","1","201","false","1","44.532888","58"
"1133","""sparse""","13","1","201","false","1","44.532888","43"
"1134","""sparse""","13","1","201","false","1","44.532888","47"
"1135","""sparse""","13","1","201","false","1","44.532888","51"
"1136","""sparse""","13","1","201","false","1","44.532888","41"
"1137","""sparse""","13","1","201","false","1","44.532888","30"
"1138","""sparse""","13","1","201","false","1","44.532888","46"
"1139","""sparse""","13","1","201","false","1","44.532888","44"
"1140","""sparse""","13","1","201","false","1","44.532888","48"
"1143","""sparse""","13","41","1","false","1","44.532888","47"
"1144","""sparse""","13","41","1","false","1","44.532888","64"
"1141","""sparse""","13","41","1","false","1","44.532888","47"
"1142","""sparse""","13","41","1","false","1","44.532888","55"
"1146","""sparse""","13","41","1","false","1","44.532888","50"
"1145","""sparse""","13","41","1","false","1","44.532888","42"
"1147","""sparse""","13","41","1","false","1","44.532888","42"
"1148","""sparse""","13","41","1","false","1","44.532888","39"
"1149","""sparse""","13","41","1","false","1","44.532888","52"
"1150","""sparse""","13","41","1","false","1","44.532888","42"
"1153","""sparse""","13","41","41","false","1","44.532888","47"
"1154","""sparse""","13","41","41","false","1","44.532888","44"
"1151","""sparse""","13","41","41","false","1","44.532888","37"
"1155","""sparse""","13","41","41","false","1","44.532888","50"
"1152","""sparse""","13","41","41","false","1","44.532888","45"
"1156","""sparse""","13","41","41","false","1","44.532888","49"
"1157","""sparse""","13","41","41","false","1","44.532888","44"
"1158","""sparse""","13","41","41","false","1","44.532888","42"
"1159","""sparse""","13","41","41","false","1","44.532888","37"
"1160","""sparse""","13","41","41","false","1","44.532888","40"
"1162","""sparse""","13","41","81","false","1","44.532888","39"
"1164","""sparse""","13","41","81","false","1","44.532888","41"
"1161","""sparse""","13","41","81","false","1","44.532888","40"
"1163","""sparse""","13","41","81","false","1","44.532888","49"
"1165","""sparse""","13","41","81","false","1","44.532888","49"
"1166","""sparse""","13","41","81","false","1","44.532888","44"
"1167","""sparse""","13","41","81","false","1","44.532888","40"
"1168","""sparse""","13","41","81","false","1","44.532888","33"
"1169","""sparse""","13","41","81","false","1","44.532888","36"
"1170","""sparse""","13","41","81","false","1","44.532888","52"
"1173","""sparse""","13","41","121","false","1","44.532888","39"
"1171","""sparse""","13","41","121","false","1","44.532888","46"
"1172","""sparse""","13","41","121","false","1","44.532888","49"
"1174","""sparse""","13","41","121","false","1","44.532888","36"
"1175","""sparse""","13","41","121","false","1","44.532888","40"
"1176","""sparse""","13","41","121","false","1","44.532888","43"
"1177","""sparse""","13","41","121","false","1","44.532888","49"
"1178","""sparse""","13","41","121","false","1","44.532888","46"
"1179","""sparse""","13","41","121","false","1","44.532888","58"
"1182","""sparse""","13","41","161","false","1","44.532888","45"
"1180","""sparse""","13","41","121","false","1","44.532888","45"
"1183","""sparse""","13","41","161","false","1","44.532888","48"
"1181","""sparse""","13","41","161","false","1","44.532888","63"
"1185","""sparse""","13","41","161","false","1","44.532888","42"
"1184","""sparse""","13","41","161","false","1","44.532888","51"
"1186","""sparse""","13","41","161","false","1","44.532888","25"
"1187","""sparse""","13","41","161","false","1","44.532888","43"
"1188","""sparse""","13","41","161","false","1","44.532888","52"
"1190","""sparse""","13","41","161","false","1","44.532888","53"
"1192","""sparse""","13","41","201","false","1","44.532888","37"
"1189","""sparse""","13","41","161","false","1","44.532888","48"
"1193","""sparse""","13","41","201","false","1","44.532888","50"
"1191","""sparse""","13","41","201","false","1","44.532888","46"
"1194","""sparse""","13","41","201","false","1","44.532888","39"
"1195","""sparse""","13","41","201","false","1","44.532888","42"
"1196","""sparse""","13","41","201","false","1","44.532888","50"
"1197","""sparse""","13","41","201","false","1","44.532888","57"
"1198","""sparse""","13","41","201","false","1","44.532888","39"
"1200","""sparse""","13","41","201","false","1","44.532888","48"
"1202","""sparse""","13","81","1","false","1","44.532888","45"
"1199","""sparse""","13","41","201","false","1","44.532888","32"
"1201","""sparse""","13","81","1","false","1","44.532888","43"
"1203","""sparse""","13","81","1","false","1","44.532888","43"
"1204","""sparse""","13","81","1","false","1","44.532888","45"
"1205","""sparse""","13","81","1","false","1","44.532888","46"
"1206","""sparse""","13","81","1","false","1","44.532888","43"
"1207","""sparse""","13","81","1","false","1","44.532888","48"
"1208","""sparse""","13","81","1","false","1","44.532888","37"
"1211","""sparse""","13","81","41","false","1","44.532888","50"
"1209","""sparse""","13","81","1","false","1","44.532888","47"
"1210","""sparse""","13","81","1","false","1","44.532888","51"
"1212","""sparse""","13","81","41","false","1","44.532888","48"
"1213","""sparse""","13","81","41","false","1","44.532888","35"
"1214","""sparse""","13","81","41","false","1","44.532888","40"
"1215","""sparse""","13","81","41","false","1","44.532888","51"
"1216","""sparse""","13","81","41","false","1","44.532888","44"
"1217","""sparse""","13","81","41","false","1","44.532888","35"
"1220","""sparse""","13","81","41","false","1","44.532888","46"
"1221","""sparse""","13","81","81","false","1","44.532888","31"
"1218","""sparse""","13","81","41","false","1","44.532888","58"
"1219","""sparse""","13","81","41","false","1","44.532888","43"
"1222","""sparse""","13","81","81","false","1","44.532888","42"
"1223","""sparse""","13","81","81","false","1","44.532888","46"
"1224","""sparse""","13","81","81","false","1","44.532888","38"
"1225","""sparse""","13","81","81","false","1","44.532888","41"
"1226","""sparse""","13","81","81","false","1","44.532888","49"
"1227","""sparse""","13","81","81","false","1","44.532888","43"
"1230","""sparse""","13","81","81","false","1","44.532888","33"
"1228","""sparse""","13","81","81","false","1","44.532888","51"
"1229","""sparse""","13","81","81","false","1","44.532888","43"
"1231","""sparse""","13","81","121","false","1","44.532888","45"
"1232","""sparse""","13","81","121","false","1","44.532888","38"
"1233","""sparse""","13","81","121","false","1","44.532888","52"
"1234","""sparse""","13","81","121","false","1","44.532888","50"
"1235","""sparse""","13","81","121","false","1","44.532888","36"
"1236","""sparse""","13","81","121","false","1","44.532888","37"
"1239","""sparse""","13","81","121","false","1","44.532888","51"
"1241","""sparse""","13","81","161","false","1","44.532888","45"
"1240","""sparse""","13","81","121","false","1","44.532888","49"
"1237","""sparse""","13","81","121","false","1","44.532888","41"
"1238","""sparse""","13","81","121","false","1","44.532888","42"
"1242","""sparse""","13","81","161","false","1","44.532888","42"
"1243","""sparse""","13","81","161","false","1","44.532888","42"
"1244","""sparse""","13","81","161","false","1","44.532888","52"
"1246","""sparse""","13","81","161","false","1","44.532888","42"
"1247","""sparse""","13","81","161","false","1","44.532888","43"
"1245","""sparse""","13","81","161","false","1","44.532888","52"
"1248","""sparse""","13","81","161","false","1","44.532888","37"
"1250","""sparse""","13","81","161","false","1","44.532888","42"
"1249","""sparse""","13","81","161","false","1","44.532888","50"
"1251","""sparse""","13","81","201","false","1","44.532888","50"
"1252","""sparse""","13","81","201","false","1","44.532888","38"
"1253","""sparse""","13","81","201","false","1","44.532888","32"
"1254","""sparse""","13","81","201","false","1","44.532888","30"
"1255","""sparse""","13","81","201","false","1","44.532888","39"
"1257","""sparse""","13","81","201","false","1","44.532888","57"
"1259","""sparse""","13","81","201","false","1","44.532888","42"
"1256","""sparse""","13","81","201","false","1","44.532888","46"
"1260","""sparse""","13","81","201","false","1","44.532888","51"
"1258","""sparse""","13","81","201","false","1","44.532888","43"
"1261","""sparse""","13","121","1","false","1","44.532888","43"
"1262","""sparse""","13","121","1","false","1","44.532888","31"
"1263","""sparse""","13","121","1","false","1","44.532888","46"
"1264","""sparse""","13","121","1","false","1","44.532888","60"
"1265","""sparse""","13","121","1","false","1","44.532888","51"
"1267","""sparse""","13","121","1","false","1","44.532888","34"
"1266","""sparse""","13","121","1","false","1","44.532888","42"
"1268","""sparse""","13","121","1","false","1","44.532888","40"
"1269","""sparse""","13","121","1","false","1","44.532888","40"
"1270","""sparse""","13","121","1","false","1","44.532888","45"
"1271","""sparse""","13","121","41","false","1","44.532888","42"
"1272","""sparse""","13","121","41","false","1","44.532888","45"
"1273","""sparse""","13","121","41","false","1","44.532888","45"
"1274","""sparse""","13","121","41","false","1","44.532888","34"
"1277","""sparse""","13","121","41","false","1","44.532888","39"
"1278","""sparse""","13","121","41","false","1","44.532888","45"
"1275","""sparse""","13","121","41","false","1","44.532888","45"
"1276","""sparse""","13","121","41","false","1","44.532888","46"
"1279","""sparse""","13","121","41","false","1","44.532888","45"
"1280","""sparse""","13","121","41","false","1","44.532888","46"
"1281","""sparse""","13","121","81","false","1","44.532888","37"
"1282","""sparse""","13","121","81","false","1","44.532888","33"
"1283","""sparse""","13","121","81","false","1","44.532888","58"
"1284","""sparse""","13","121","81","false","1","44.532888","68"
"1287","""sparse""","13","121","81","false","1","44.532888","46"
"1288","""sparse""","13","121","81","false","1","44.532888","43"
"1285","""sparse""","13","121","81","false","1","44.532888","42"
"1286","""sparse""","13","121","81","false","1","44.532888","37"
"1289","""sparse""","13","121","81","false","1","44.532888","32"
"1290","""sparse""","13","121","81","false","1","44.532888","47"
"1291","""sparse""","13","121","121","false","1","44.532888","45"
"1292","""sparse""","13","121","121","false","1","44.532888","51"
"1293","""sparse""","13","121","121","false","1","44.532888","48"
"1294","""sparse""","13","121","121","false","1","44.532888","31"
"1297","""sparse""","13","121","121","false","1","44.532888","51"
"1298","""sparse""","13","121","121","false","1","44.532888","45"
"1295","""sparse""","13","121","121","false","1","44.532888","53"
"1296","""sparse""","13","121","121","false","1","44.532888","41"
"1299","""sparse""","13","121","121","false","1","44.532888","50"
"1300","""sparse""","13","121","121","false","1","44.532888","45"
"1302","""sparse""","13","121","161","false","1","44.532888","43"
"1301","""sparse""","13","121","161","false","1","44.532888","48"
"1303","""sparse""","13","121","161","false","1","44.532888","46"
"1304","""sparse""","13","121","161","false","1","44.532888","52"
"1307","""sparse""","13","121","161","false","1","44.532888","59"
"1305","""sparse""","13","121","161","false","1","44.532888","38"
"1306","""sparse""","13","121","161","false","1","44.532888","48"
"1308","""sparse""","13","121","161","false","1","44.532888","42"
"1309","""sparse""","13","121","161","false","1","44.532888","43"
"1310","""sparse""","13","121","161","false","1","44.532888","35"
"1311","""sparse""","13","121","201","false","1","44.532888","45"
"1312","""sparse""","13","121","201","false","1","44.532888","52"
"1313","""sparse""","13","121","201","false","1","44.532888","49"
"1316","""sparse""","13","121","201","false","1","44.532888","41"
"1314","""sparse""","13","121","201","false","1","44.532888","53"
"1315","""sparse""","13","121","201","false","1","44.532888","64"
"1317","""sparse""","13","121","201","false","1","44.532888","45"
"1319","""sparse""","13","121","201","false","1","44.532888","38"
"1318","""sparse""","13","121","201","false","1","44.532888","53"
"1320","""sparse""","13","121","201","false","1","44.532888","39"
"1321","""sparse""","13","161","1","false","1","44.532888","47"
"1322","""sparse""","13","161","1","false","1","44.532888","40"
"1325","""sparse""","13","161","1","false","1","44.532888","41"
"1326","""sparse""","13","161","1","false","1","44.532888","51"
"1323","""sparse""","13","161","1","false","1","44.532888","48"
"1324","""sparse""","13","161","1","false","1","44.532888","49"
"1327","""sparse""","13","161","1","false","1","44.532888","28"
"1328","""sparse""","13","161","1","false","1","44.532888","45"
"1329","""sparse""","13","161","1","false","1","44.532888","41"
"1330","""sparse""","13","161","1","false","1","44.532888","38"
"1331","""sparse""","13","161","41","false","1","44.532888","45"
"1332","""sparse""","13","161","41","false","1","44.532888","47"
"1336","""sparse""","13","161","41","false","1","44.532888","40"
"1335","""sparse""","13","161","41","false","1","44.532888","49"
"1333","""sparse""","13","161","41","false","1","44.532888","51"
"1334","""sparse""","13","161","41","false","1","44.532888","58"
"1337","""sparse""","13","161","41","false","1","44.532888","40"
"1338","""sparse""","13","161","41","false","1","44.532888","52"
"1339","""sparse""","13","161","41","false","1","44.532888","46"
"1340","""sparse""","13","161","41","false","1","44.532888","54"
"1341","""sparse""","13","161","81","false","1","44.532888","55"
"1342","""sparse""","13","161","81","false","1","44.532888","61"
"1345","""sparse""","13","161","81","false","1","44.532888","37"
"1343","""sparse""","13","161","81","false","1","44.532888","42"
"1344","""sparse""","13","161","81","false","1","44.532888","52"
"1346","""sparse""","13","161","81","false","1","44.532888","45"
"1347","""sparse""","13","161","81","false","1","44.532888","48"
"1348","""sparse""","13","161","81","false","1","44.532888","46"
"1349","""sparse""","13","161","81","false","1","44.532888","48"
"1350","""sparse""","13","161","81","false","1","44.532888","42"
"1351","""sparse""","13","161","121","false","1","44.532888","39"
"1354","""sparse""","13","161","121","false","1","44.532888","49"
"1352","""sparse""","13","161","121","false","1","44.532888","57"
"1353","""sparse""","13","161","121","false","1","44.532888","44"
"1355","""sparse""","13","161","121","false","1","44.532888","44"
"1356","""sparse""","13","161","121","false","1","44.532888","56"
"1357","""sparse""","13","161","121","false","1","44.532888","36"
"1358","""sparse""","13","161","121","false","1","44.532888","44"
"1359","""sparse""","13","161","121","false","1","44.532888","44"
"1360","""sparse""","13","161","121","false","1","44.532888","44"
"1363","""sparse""","13","161","161","false","1","44.532888","47"
"1364","""sparse""","13","161","161","false","1","44.532888","38"
"1361","""sparse""","13","161","161","false","1","44.532888","39"
"1362","""sparse""","13","161","161","false","1","44.532888","48"
"1365","""sparse""","13","161","161","false","1","44.532888","41"
"1366","""sparse""","13","161","161","false","1","44.532888","30"
"1367","""sparse""","13","161","161","false","1","44.532888","40"
"1368","""sparse""","13","161","161","false","1","44.532888","32"
"1369","""sparse""","13","161","161","false","1","44.532888","47"
"1370","""sparse""","13","161","161","false","1","44.532888","44"
"1373","""sparse""","13","161","201","false","1","44.532888","41"
"1371","""sparse""","13","161","201","false","1","44.532888","45"
"1374","""sparse""","13","161","201","false","1","44.532888","55"
"1372","""sparse""","13","161","201","false","1","44.532888","41"
"1375","""sparse""","13","161","201","false","1","44.532888","50"
"1376","""sparse""","13","161","201","false","1","44.532888","46"
"1377","""sparse""","13","161","201","false","1","44.532888","43"
"1378","""sparse""","13","161","201","false","1","44.532888","46"
