BehaviorSpace results (NetLogo 5.3),,,,,,,,,,,,,,,,,,,,,,,
Bees.nlogo,,,,,,,,,,,,,,,,,,,,,,,
Simulation Run,,,,,,,,,,,,,,,,,,,,,,,
04/08/2016 17:12:08:654 -0700,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,
-750,750,-750,750,,,,,,,,,,,,,,,,,,,,
[run number],resource_density,R_value,communication?,population,repetitions,R,loop-num,nectar-influx,hive-collected,imported,exported,timer-post-setup,timer,resources,resources.untouched,resources.found,resources.depleted,max [dist-hive-max] of turtles,foraged-count,dance-quality,dance-quantity,random-quality,random-quantity
131,"""dense""","""1.0""",TRUE,3000,1,1.008802606,1,0.317716296,2286604.18,TRUE,FALSE,196.593,2004.085,3220,2745,475,247,495.6049095,14891,1935391.75,12512,611903.9,4256
132,"""dense""","""1.0""",TRUE,3000,2,1.007821023,1,0.315195384,2268461.18,TRUE,FALSE,201.508,1984.358,3215,2739,476,256,465.7558783,14666,1921613.06,12360,628482.25,4152
133,"""dense""","""1.0""",TRUE,3000,3,0.992491559,1,0.336263638,2420089.4,TRUE,FALSE,206.363,1993.134,3275,2780,495,258,447.2639042,15375,2060328.34,12988,646300.92,4333
134,"""dense""","""1.0""",TRUE,3000,4,1.009497344,1,0.312749672,2250859.39,TRUE,FALSE,196.295,2002.578,3141,2674,467,232,461.2750241,14036,1897959.17,11726,598584.57,3904
135,"""dense""","""1.0""",TRUE,3000,5,1.010511447,1,0.287332855,2067934.56,TRUE,FALSE,200.236,1985.759,3167,2680,487,238,495.625867,14260,1738048.31,11876,536967.66,3928
136,"""dense""","""1.0""",TRUE,3000,6,1.019180877,2,0.293530738,2112540.72,TRUE,FALSE,205.746,1988.259,3230,2764,466,237,473.3550465,14222,1781274.9,11852,549426.84,3805
137,"""dense""","""1.0""",TRUE,3000,7,1.01984203,1,0.279739689,2013286.54,TRUE,FALSE,194.11,1995.677,3154,2676,478,251,438.7299853,14802,1693613.01,12345,570740.85,4287
138,"""dense""","""1.0""",TRUE,3000,8,1.011907885,1,0.299997018,2159078.54,TRUE,FALSE,200.588,1991.189,3159,2689,470,240,505.8401928,14364,1819265.89,12010,576413.22,4050
139,"""dense""","""1.0""",TRUE,3000,9,1.022689247,1,0.262529359,1889423.8,TRUE,FALSE,206.033,1981.078,3199,2738,461,240,462.4499973,13913,1578990.6,11530,527569.85,3978
140,"""dense""","""1.0""",TRUE,3000,10,1.026163945,1,0.27666694,1991171.97,TRUE,FALSE,193.782,1986.398,3195,2726,469,233,492.79306,13919,1680407.68,11612,526998.55,3806
141,"""dense""","""1.0""",FALSE,500,1,1.008802606,1,0.310796607,372800.53,TRUE,FALSE,206.126,1914.922,3220,3123,97,29,276.4091171,2547,0,0,40442.08,278
142,"""dense""","""1.0""",FALSE,500,2,1.007821023,1,0.345895915,414902.15,TRUE,FALSE,205.779,1917.966,3215,3111,104,34,225.3608119,2974,0,0,42781.52,305
143,"""dense""","""1.0""",FALSE,500,3,0.992491559,1,0.311506836,373652.45,TRUE,FALSE,195.277,1927.456,3275,3173,102,30,329.4778213,2615,0,0,42612.78,298
144,"""dense""","""1.0""",FALSE,500,4,1.009497344,1,0.300591096,360559.02,TRUE,FALSE,204.395,1911.373,3141,3056,85,27,266.9400682,2050,0,0,37823.72,218
145,"""dense""","""1.0""",FALSE,500,5,1.010511447,1,0.280866036,336898.81,TRUE,FALSE,204.192,1916.966,3167,3071,96,31,327.7819397,2554,0,0,37765.51,283
146,"""dense""","""1.0""",FALSE,500,6,1.019180877,2,0.283058366,339528.51,TRUE,FALSE,192.157,1925.425,3230,3154,76,23,345.8612439,2307,0,0,33924.93,223
147,"""dense""","""1.0""",FALSE,500,7,1.01984203,1,0.320703668,384684.05,TRUE,FALSE,203.638,1911.135,3154,3044,110,40,250,2727,0,0,45754.98,322
148,"""dense""","""1.0""",FALSE,500,8,1.011907885,1,0.35782892,429215.79,TRUE,FALSE,201.164,1912.923,3159,3058,101,35,269.9203586,2787,0,0,46907,301
149,"""dense""","""1.0""",FALSE,500,9,1.022689247,1,0.281961992,338213.41,TRUE,FALSE,195.443,1924.711,3199,3103,96,30,236.9134863,2562,0,0,36776.2,274
150,"""dense""","""1.0""",FALSE,500,10,1.026163945,1,0.231125344,277234.85,TRUE,FALSE,200.404,1911.896,3195,3110,85,28,234.7871376,2189,0,0,32987.97,243
151,"""dense""","""1.0""",FALSE,3000,1,1.008802606,1,0.214516549,1543875.6,TRUE,FALSE,199.571,1967.795,3220,2912,308,151,411.9037644,10043,0,0,301343.22,1973
152,"""dense""","""1.0""",FALSE,3000,2,1.007821023,1,0.221216307,1592093.76,TRUE,FALSE,195.295,1959.72,3215,2894,321,172,681.3532649,10271,0,0,321936.96,2104
153,"""dense""","""1.0""",FALSE,3000,3,0.992491559,1,0.20794933,1496611.33,TRUE,FALSE,194.229,1956.634,3275,2960,315,159,396.259585,9988,0,0,298923.03,2005
154,"""dense""","""1.0""",FALSE,3000,4,1.009497344,1,0.205243037,1477134.14,TRUE,FALSE,198.184,1974.395,3141,2827,314,148,436.2195066,9454,0,0,279295.38,1778
155,"""dense""","""1.0""",FALSE,3000,5,1.010511447,1,0.200126107,1440307.59,TRUE,FALSE,197.411,1957.708,3167,2841,326,163,489.9390549,10121,0,0,282571.93,2033
156,"""dense""","""1.0""",FALSE,3000,6,1.019180877,2,0.197381355,1420553.61,TRUE,FALSE,196.942,1955.721,3230,2924,306,147,424.2793891,9696,0,0,266936.49,1839
157,"""dense""","""1.0""",FALSE,3000,7,1.01984203,1,0.198771444,1430558.08,TRUE,FALSE,190.668,1951.256,3154,2830,324,167,369.1556285,10582,0,0,291439.52,2116
158,"""dense""","""1.0""",FALSE,3000,8,1.011907885,1,0.218171877,1570183,TRUE,FALSE,196.741,1954.3,3159,2819,340,160,465.0884312,10247,0,0,311782.08,2026
159,"""dense""","""1.0""",FALSE,3000,9,1.022689247,1,0.181783563,1308296.3,TRUE,FALSE,194.345,1914.172,3199,2877,322,154,394.1599923,9847,0,0,252784.05,1900
160,"""dense""","""1.0""",FALSE,3000,10,1.026163945,1,0.197670871,1422637.26,TRUE,FALSE,200.419,1885.817,3195,2874,321,156,400.0460227,9938,0,0,264136.38,1877
161,"""sparse""","""0.4""",TRUE,500,1,0.384202866,9,0.02934481,35199.1,FALSE,TRUE,230.767,1556.064,110,98,12,5,767.7981245,327,28117.38,257,2123.95,22
162,"""sparse""","""0.4""",TRUE,500,2,0.374476096,3,0.063608537,76298.44,FALSE,TRUE,89.734,1412.463,120,105,15,6,796.9464486,381,63636.35,313,12609.73,63
163,"""sparse""","""0.4""",TRUE,500,3,0.419325385,13,0.076304143,91526.82,FALSE,TRUE,322.684,1646.653,109,93,16,8,678.5077893,480,77479.82,395,26971.03,119
164,"""sparse""","""0.4""",TRUE,500,4,0.421940821,6,0.029544027,35438.06,FALSE,TRUE,160.579,1480.495,110,95,15,2,788.5653638,280,29112.7,223,3741.67,29
165,"""sparse""","""0.4""",TRUE,500,5,0.394811567,4,0.061067978,73251.04,FALSE,TRUE,112.469,1433.335,108,86,22,6,761.6375123,563,60076.51,437,5912.24,50
166,"""sparse""","""0.4""",TRUE,500,6,0.428462234,1,0.025211321,30240.98,FALSE,TRUE,42.832,1369.525,100,85,15,3,904.3051691,303,26313.21,260,5440.71,52
167,"""sparse""","""0.4""",TRUE,500,7,0.39910937,16,0.04286511,51416.7,FALSE,TRUE,394.253,1714.264,93,81,12,6,988.0963482,346,42199.42,275,9915.54,62
168,"""sparse""","""0.4""",TRUE,500,8,0.398118548,6,0.044208479,53028.07,FALSE,TRUE,159.4,1479.962,119,104,15,4,588.9022515,374,44538.24,306,6651.09,39
169,"""sparse""","""0.4""",TRUE,500,9,0.42280381,4,0.045446669,54513.28,FALSE,TRUE,113.723,1481.947,100,93,7,4,721.9628485,228,46930.99,195,9735.33,40
170,"""sparse""","""0.4""",TRUE,500,10,0.376766388,12,0.118622434,142287.61,FALSE,TRUE,301.392,1694.362,109,90,19,10,713.9004751,610,120157.74,508,35664.99,132
171,"""sparse""","""0.4""",TRUE,3000,1,0.384202866,9,0.020149498,145015.94,TRUE,FALSE,198.796,1920,110,76,34,16,990.435641,1022,129962.07,897,25702.69,185
172,"""sparse""","""0.4""",TRUE,3000,2,0.374476096,3,0.02068304,148855.84,TRUE,FALSE,186.039,1921.742,120,83,37,14,951.7191441,948,127616.4,779,34384.44,195
173,"""sparse""","""0.4""",TRUE,3000,3,0.419325385,13,0.025741891,185264.39,TRUE,FALSE,187.504,1921.046,109,74,35,18,809.8184858,1121,161761.63,954,40540.83,235
174,"""sparse""","""0.4""",TRUE,3000,4,0.421940821,6,0.027217156,195881.87,TRUE,FALSE,199.109,1923.64,110,70,40,23,830.7284706,1337,166425.58,1106,36352.01,290
175,"""sparse""","""0.4""",TRUE,3000,5,0.394811567,4,0.023211695,167054.57,TRUE,FALSE,188.771,1923.535,108,67,41,21,795.0184105,1296,146169.79,1088,21199.17,237
176,"""sparse""","""0.4""",TRUE,3000,6,0.428462234,1,0.012916154,92957.56,TRUE,FALSE,189.962,1917.048,100,63,37,14,983.3621637,920,83629.88,802,16531.57,174
177,"""sparse""","""0.4""",TRUE,3000,7,0.39910937,16,0.011964659,86109.65,TRUE,FALSE,194.14,1924.802,93,68,25,11,929.5064353,663,76484.98,569,18440.32,139
178,"""sparse""","""0.4""",TRUE,3000,8,0.398118548,6,0.025210735,181441.66,TRUE,FALSE,193.432,1938.416,119,70,49,17,877.8024468,1159,156914.79,978,32126.63,212
179,"""sparse""","""0.4""",TRUE,3000,9,0.42280381,4,0.023832362,171521.51,TRUE,FALSE,192.856,1931.287,100,70,30,15,839.7447154,981,152929.87,827,26982.85,150
180,"""sparse""","""0.4""",TRUE,3000,10,0.376766388,12,0.031865227,229334.04,TRUE,FALSE,202.501,1928.429,109,65,44,21,942.7453912,1236,198848.2,1031,73983.34,333
181,"""sparse""","""0.4""",FALSE,500,1,0.384202866,9,0.024789729,29735.28,TRUE,FALSE,193.666,1917.169,110,97,13,1,795.9422698,260,0,0,3142.27,21
182,"""sparse""","""0.4""",FALSE,500,2,0.374476096,3,0.07461559,89501.4,TRUE,FALSE,191.588,1911.221,120,106,14,7,851.8717563,447,0,0,12202.38,58
183,"""sparse""","""0.4""",FALSE,500,3,0.419325385,13,0.042219683,50642.51,TRUE,FALSE,193.718,1916.704,109,92,17,2,753.0980964,357,0,0,4265.3,33
184,"""sparse""","""0.4""",FALSE,500,4,0.421940821,6,0.032047053,38440.44,TRUE,FALSE,194.834,1924.518,110,99,11,1,828.14881,201,0,0,2647.66,14
185,"""sparse""","""0.4""",FALSE,500,5,0.394811567,4,0.013884627,16654.61,TRUE,FALSE,194.106,1918.243,108,93,15,1,789.735328,265,0,0,1297.68,19
186,"""sparse""","""0.4""",FALSE,500,6,0.428462234,1,0.017420333,20895.69,TRUE,FALSE,193.855,1918.243,100,90,10,4,832.6082967,289,0,0,1547.83,21
187,"""sparse""","""0.4""",FALSE,500,7,0.39910937,16,0.037218216,44643.25,TRUE,FALSE,195.181,1924.604,93,83,10,4,706.8558413,307,0,0,6168.12,39
188,"""sparse""","""0.4""",FALSE,500,8,0.398118548,6,0.02153905,25836.09,TRUE,FALSE,194.849,1922.421,119,107,12,2,875.1529523,210,0,0,3287.72,24
189,"""sparse""","""0.4""",FALSE,500,9,0.42280381,4,0.037888295,45447.01,TRUE,FALSE,193.394,1922.524,100,91,9,2,878.2334155,185,0,0,5033.5,21
190,"""sparse""","""0.4""",FALSE,500,10,0.376766388,12,0.056356815,67600,TRUE,FALSE,194.099,1929.758,109,93,16,4,939.9022484,364,0,0,8815.87,44
191,"""sparse""","""0.4""",FALSE,3000,1,0.384202866,9,0.010418002,74978.36,TRUE,FALSE,197.768,1928.48,110,83,27,9,851.7785813,707,0,0,11707.94,114
192,"""sparse""","""0.4""",FALSE,3000,2,0.374476096,3,0.018122355,130426.59,TRUE,FALSE,194.216,1926.764,120,94,26,11,915.5709267,790,0,0,29560.41,160
193,"""sparse""","""0.4""",FALSE,3000,3,0.419325385,13,0.01919605,138153.97,TRUE,FALSE,193.214,1931.089,109,79,30,14,936.3102117,872,0,0,21722.22,137
194,"""sparse""","""0.4""",FALSE,3000,4,0.421940821,6,0.014666237,105552.91,TRUE,FALSE,195.706,1922.864,110,82,28,14,813.0299887,966,0,0,18074.2,170
195,"""sparse""","""0.4""",FALSE,3000,5,0.394811567,4,0.01454182,104657.48,TRUE,FALSE,193.192,1922.737,108,73,35,14,969.1020132,1009,0,0,15641.99,183
196,"""sparse""","""0.4""",FALSE,3000,6,0.428462234,1,0.008145884,58625.93,TRUE,FALSE,193.565,1930.177,100,69,31,6,838.5560043,598,0,0,9927.14,105
197,"""sparse""","""0.4""",FALSE,3000,7,0.39910937,16,0.011780278,84782.66,TRUE,FALSE,194.529,1945.034,93,67,26,7,882.5478172,612,0,0,16828.51,113
198,"""sparse""","""0.4""",FALSE,3000,8,0.398118548,6,0.016164238,116334.02,TRUE,FALSE,192.908,1926.934,119,84,35,9,861.6194771,776,0,0,19831.25,134
199,"""sparse""","""0.4""",FALSE,3000,9,0.42280381,4,0.017033382,122589.25,TRUE,FALSE,198.445,1895.81,100,73,27,8,809.9132026,751,0,0,20867.04,121
200,"""sparse""","""0.4""",FALSE,3000,10,0.376766388,12,0.026939646,193884.63,TRUE,FALSE,192.709,1865.158,109,73,36,15,918.8717308,1048,0,0,38877.11,191
201,"""sparse""","""0.6""",TRUE,500,1,0.573063744,3,0.072694539,87197.1,FALSE,TRUE,90.399,1414.601,107,86,21,10,680.2202231,594,73225.79,496,13278.82,93
202,"""sparse""","""0.6""",TRUE,500,2,0.607508622,5,0.045955832,55124.02,FALSE,TRUE,136.934,1463.641,120,108,12,6,799.4866242,321,45103.56,259,4154.89,37
203,"""sparse""","""0.6""",TRUE,500,3,0.597806895,4,0.029106536,34913.29,FALSE,TRUE,114.393,1447.079,117,102,15,4,987.6925174,373,29065.37,285,2822.16,30
204,"""sparse""","""0.6""",TRUE,500,4,0.586590199,1,0.065650738,78748.06,FALSE,TRUE,43.21,1359.699,95,74,21,8,768.9687069,525,64532.35,418,19004.67,96
205,"""sparse""","""0.6""",TRUE,500,5,0.586995921,1,0.024527503,29420.74,FALSE,TRUE,43.65,1366.553,107,97,10,4,807.1295951,318,25138.01,255,1582.77,20
206,"""sparse""","""0.6""",TRUE,500,6,0.618872432,1,0.026808037,32156.24,FALSE,TRUE,43.081,1375.502,103,92,11,2,787.3912754,263,27233.31,215,2286.9,21
207,"""sparse""","""0.6""",TRUE,500,7,0.603393116,2,0.038465252,46139.07,FALSE,TRUE,66.187,1383.627,128,113,15,6,774.301801,427,37771.32,343,7756.75,55
208,"""sparse""","""0.6""",TRUE,500,8,0.619251813,2,0.073582584,88262.31,FALSE,TRUE,66.519,1388.897,106,85,21,5,814.4605336,508,72673.27,409,7669.4,50
209,"""sparse""","""0.6""",TRUE,500,9,0.579694602,3,0.074504177,89367.76,FALSE,TRUE,89.961,1459.857,110,91,19,9,828.2559242,554,73743.81,442,23921.62,125
210,"""sparse""","""0.6""",TRUE,500,10,0.61608592,1,0.069716765,83625.26,FALSE,TRUE,43.232,1430.961,120,96,24,9,854.8129408,589,68466.75,469,11451.86,74
211,"""sparse""","""0.6""",TRUE,3000,1,0.573063744,3,0.019943931,143536.47,TRUE,FALSE,196.372,1919.396,107,69,38,16,870.2765682,973,129186.95,854,30700.83,208
212,"""sparse""","""0.6""",TRUE,3000,2,0.607508622,5,0.024396079,175578.58,TRUE,FALSE,189.145,1935.832,120,78,42,17,836.6926689,1154,152267.33,972,32377.43,208
213,"""sparse""","""0.6""",TRUE,3000,3,0.597806895,4,0.015016682,108075.06,TRUE,FALSE,186.178,1923.711,117,82,35,11,957.7405913,911,100778.22,795,13069.26,141
214,"""sparse""","""0.6""",TRUE,3000,4,0.586590199,1,0.026651513,191810.94,TRUE,FALSE,195.208,1935.756,95,54,41,22,834.1046145,1298,170338.96,1096,32178.9,216
215,"""sparse""","""0.6""",TRUE,3000,5,0.586995921,1,0.019287506,138812.18,TRUE,FALSE,196.362,1951.038,107,71,36,18,853.5848632,1075,122175.61,912,19668.22,174
216,"""sparse""","""0.6""",TRUE,3000,6,0.618872432,1,0.01648361,118632.54,TRUE,FALSE,194.404,1929.098,103,69,34,10,868.0588204,772,109840.06,671,17038.14,106
217,"""sparse""","""0.6""",TRUE,3000,7,0.603393116,2,0.026536021,190979.74,TRUE,FALSE,197.552,1940.512,128,78,50,17,799.8125464,1169,166155.82,979,40232.55,236
218,"""sparse""","""0.6""",TRUE,3000,8,0.619251813,2,0.03481705,250578.31,TRUE,FALSE,192.065,1945.729,106,52,54,21,826.6891609,1552,215949.33,1292,45184.76,265
219,"""sparse""","""0.6""",TRUE,3000,9,0.579694602,3,0.023987696,172639.45,TRUE,FALSE,199.319,1930.697,110,65,45,19,812.1163733,1388,147454.4,1136,25365.26,206
220,"""sparse""","""0.6""",TRUE,3000,10,0.61608592,1,0.022934978,165063.04,TRUE,FALSE,194.496,1933.867,120,81,39,18,914.8096994,1104,145697.23,939,25522.32,195
221,"""sparse""","""0.6""",FALSE,500,1,0.573063744,3,0.052503827,62978.34,TRUE,FALSE,194.828,1942.201,107,92,15,6,892.1696461,455,0,0,6639.4,50
222,"""sparse""","""0.6""",FALSE,500,2,0.607508622,5,0.03471554,41641.29,TRUE,FALSE,194.135,1919.703,120,109,11,1,787.0315027,240,0,0,3602,21
223,"""sparse""","""0.6""",FALSE,500,3,0.597806895,4,0.021519416,25812.54,TRUE,FALSE,194.299,1919.953,117,102,15,2,782.6566433,317,0,0,2356.65,27
224,"""sparse""","""0.6""",FALSE,500,4,0.586590199,1,0.027006611,32394.43,TRUE,FALSE,191.863,1933.356,95,76,19,3,698.3185806,298,0,0,3962.74,36
225,"""sparse""","""0.6""",FALSE,500,5,0.586995921,1,0.027807011,33354.51,TRUE,FALSE,192.546,1919.744,107,93,14,2,897.0732876,292,0,0,3241.19,25
226,"""sparse""","""0.6""",FALSE,500,6,0.618872432,1,0.018759875,22502.47,TRUE,FALSE,195.781,1930.052,103,95,8,3,727.7032335,229,0,0,2455.66,23
227,"""sparse""","""0.6""",FALSE,500,7,0.603393116,2,0.03700035,44381.92,TRUE,FALSE,191.307,1933.908,128,114,14,2,731.3108704,312,0,0,3840.58,27
228,"""sparse""","""0.6""",FALSE,500,8,0.619251813,2,0.043078416,51672.56,TRUE,FALSE,192.104,1920.645,106,91,15,3,606.5653257,316,0,0,5376.74,32
229,"""sparse""","""0.6""",FALSE,500,9,0.579694602,3,0.050937332,61099.33,TRUE,FALSE,193.821,1925.82,110,94,16,5,831.1722045,381,0,0,7046.78,43
230,"""sparse""","""0.6""",FALSE,500,10,0.61608592,1,0.053028687,63607.91,TRUE,FALSE,197.106,1936.784,120,102,18,4,595.0603175,436,0,0,7500.73,46
231,"""sparse""","""0.6""",FALSE,3000,1,0.573063744,3,0.017806189,128151.14,TRUE,FALSE,191.908,1927.123,107,79,28,14,934.1785377,905,0,0,22955.77,159
232,"""sparse""","""0.6""",FALSE,3000,2,0.607508622,5,0.015750343,113355.22,TRUE,FALSE,194.064,1933.18,120,90,30,9,947.2757731,712,0,0,16124.63,107
233,"""sparse""","""0.6""",FALSE,3000,3,0.597806895,4,0.012756899,91811.4,TRUE,FALSE,196.628,1941.875,117,85,32,7,802.8558824,733,0,0,11562.16,117
234,"""sparse""","""0.6""",FALSE,3000,4,0.586590199,1,0.018998006,136728.65,TRUE,FALSE,190.861,1923.508,95,61,34,14,824.488205,1019,0,0,15926.54,138
235,"""sparse""","""0.6""",FALSE,3000,5,0.586995921,1,0.014463839,104096.25,TRUE,FALSE,195.282,1932.253,107,77,30,12,1023.529189,876,0,0,16374.69,132
236,"""sparse""","""0.6""",FALSE,3000,6,0.618872432,1,0.010581296,76153.59,TRUE,FALSE,194.073,1938.009,103,73,30,7,912.676118,590,0,0,12091.95,95
237,"""sparse""","""0.6""",FALSE,3000,7,0.603393116,2,0.017795062,128071.06,TRUE,FALSE,191.131,1918.037,128,80,48,10,994.4515565,975,0,0,17718.97,138
238,"""sparse""","""0.6""",FALSE,3000,8,0.619251813,2,0.024304489,174919.41,TRUE,FALSE,190.996,1922.909,106,70,36,11,912.4036783,991,0,0,23264.37,136
239,"""sparse""","""0.6""",FALSE,3000,9,0.579694602,3,0.016100311,115873.94,TRUE,FALSE,200.4,1899.627,110,71,39,10,826.8414638,1009,0,0,20919.26,149
240,"""sparse""","""0.6""",FALSE,3000,10,0.61608592,1,0.015438227,111108.92,TRUE,FALSE,189.778,1849.111,120,89,31,13,1003.131919,891,0,0,19191.21,149
241,"""sparse""","""0.8""",TRUE,500,1,0.788111402,4,0.094632347,113511.5,FALSE,TRUE,86.941,1415.772,86,64,22,13,763.7792121,716,91457.41,561,12359.62,79
242,"""sparse""","""0.8""",TRUE,500,2,0.798044766,3,0.02703604,32429.73,FALSE,TRUE,70.09,1406.512,98,79,19,3,809.5308477,353,27093.65,278,2659.33,30
243,"""sparse""","""0.8""",TRUE,500,3,0.803237218,15,0.072181167,86581.31,FALSE,TRUE,268.382,1585.488,92,73,19,7,705.1400263,536,70770.99,430,8769.25,66
244,"""sparse""","""0.8""",TRUE,500,4,0.782787231,1,0.060979742,73145.2,FALSE,TRUE,37.15,1359.073,99,82,17,5,802.1388391,472,60989.22,380,6342.74,42
245,"""sparse""","""0.8""",TRUE,500,5,0.804032664,4,0.054168837,64975.52,FALSE,TRUE,87.806,1419.253,94,81,13,4,773.4659305,321,54658.33,263,9293.02,53
246,"""sparse""","""0.8""",TRUE,500,6,0.776778435,1,0.043612388,52313.06,FALSE,TRUE,35.928,1354.084,112,99,13,6,721.0539863,376,44207.15,305,8670.32,57
247,"""sparse""","""0.8""",TRUE,500,7,0.819750521,2,0.074485286,89345.1,FALSE,TRUE,53.41,1376.659,106,82,24,6,898.4435233,561,73744.32,456,9333.7,53
248,"""sparse""","""0.8""",TRUE,500,8,0.795521839,10,0.124447645,149274.95,FALSE,TRUE,188.088,1520.821,113,84,29,12,759.2194776,825,118899.74,653,19930.03,107
249,"""sparse""","""0.8""",TRUE,500,9,0.81204766,1,0.046329037,55571.68,FALSE,TRUE,36.457,1367.523,99,85,14,3,768.4588587,326,46848.95,273,3729.99,24
250,"""sparse""","""0.8""",TRUE,500,10,0.807364034,2,0.021970671,26353.82,FALSE,TRUE,52.513,1445.122,91,80,11,4,760.8054942,267,22600.62,225,2699.97,29
251,"""sparse""","""0.8""",TRUE,3000,1,0.788111402,4,0.024777481,178323.53,TRUE,FALSE,205.648,1933.876,86,50,36,20,838.1864633,1198,156147.25,1009,27518.02,191
252,"""sparse""","""0.8""",TRUE,3000,2,0.798044766,3,0.014662077,105522.97,TRUE,FALSE,202.605,1909.242,98,58,40,14,935.4197876,1000,93977.88,840,16764.76,148
253,"""sparse""","""0.8""",TRUE,3000,3,0.803237218,15,0.02735442,196869.76,TRUE,FALSE,191.576,1929.492,92,54,38,19,898.5931494,1143,167640.72,956,26150.86,169
254,"""sparse""","""0.8""",TRUE,3000,4,0.782787231,1,0.022740892,163666.2,TRUE,FALSE,210.209,1936.166,99,62,37,14,927.875929,1096,141705.14,915,19429.8,144
255,"""sparse""","""0.8""",TRUE,3000,5,0.804032664,4,0.01778461,127995.84,TRUE,FALSE,209.323,1912.197,94,61,33,13,1050.577355,890,115205.55,769,24812.51,177
256,"""sparse""","""0.8""",TRUE,3000,6,0.776778435,1,0.025057374,180337.92,TRUE,FALSE,191.947,1925.043,112,66,46,18,977.7250394,1251,158592.16,1054,31079.42,220
257,"""sparse""","""0.8""",TRUE,3000,7,0.819750521,2,0.030585996,220127.41,TRUE,FALSE,209.399,1940.883,106,63,43,21,897.554145,1319,193069.08,1123,37404.58,234
258,"""sparse""","""0.8""",TRUE,3000,8,0.795521839,10,0.048753738,350880.65,TRUE,FALSE,214.39,1920.977,113,56,57,31,898.5674915,1854,291887.44,1535,70683.48,372
259,"""sparse""","""0.8""",TRUE,3000,9,0.81204766,1,0.018859918,135734.83,TRUE,FALSE,193.646,1922.14,99,64,35,14,864.4575632,916,120570.35,794,18155.38,141
260,"""sparse""","""0.8""",TRUE,3000,10,0.807364034,2,0.014123424,101646.28,TRUE,FALSE,214.771,1938.384,91,65,26,11,920.0759507,719,94419.09,646,12353.69,102
261,"""sparse""","""0.8""",FALSE,500,1,0.788111402,4,0.042486619,50962.7,TRUE,FALSE,213.725,1908.039,86,66,20,3,814.4504155,406,0,0,5289.46,41
262,"""sparse""","""0.8""",FALSE,500,2,0.798044766,3,0.030199008,36223.71,TRUE,FALSE,194.555,1918.511,98,86,12,2,717.9130859,281,0,0,3142.29,26
263,"""sparse""","""0.8""",FALSE,500,3,0.803237218,15,0.067970413,81530.51,TRUE,FALSE,216.876,1916.964,92,76,16,4,939.9310245,452,0,0,6779.18,39
264,"""sparse""","""0.8""",FALSE,500,4,0.782787231,1,0.034371071,41228.1,TRUE,FALSE,217.701,1937.913,99,83,16,2,938.5905566,299,0,0,4498.13,31
265,"""sparse""","""0.8""",FALSE,500,5,0.804032664,4,0.039484277,47361.39,TRUE,FALSE,194.042,1913.603,94,80,14,3,709.9544175,296,0,0,5923.81,37
266,"""sparse""","""0.8""",FALSE,500,6,0.776778435,1,0.044354614,53203.36,TRUE,FALSE,210.607,1915.929,112,91,21,4,876.466147,386,0,0,5498.97,46
267,"""sparse""","""0.8""",FALSE,500,7,0.819750521,2,0.027908812,33476.62,TRUE,FALSE,212.597,1936.506,106,95,11,1,650.6906487,240,0,0,2961.87,21
268,"""sparse""","""0.8""",FALSE,500,8,0.795521839,10,0.082169412,98562.21,TRUE,FALSE,194.293,1927.705,113,91,22,9,779.9753489,599,0,0,13017.08,75
269,"""sparse""","""0.8""",FALSE,500,9,0.81204766,1,0.020908654,25079.93,TRUE,FALSE,211.73,1926.468,99,87,12,1,646.2077254,195,0,0,3281.93,22
270,"""sparse""","""0.8""",FALSE,500,10,0.807364034,2,0.01773088,21268.19,TRUE,FALSE,211.939,1948.322,91,82,9,3,677.963399,192,0,0,2816.36,26
271,"""sparse""","""0.8""",FALSE,3000,1,0.788111402,4,0.018407877,132481.49,TRUE,FALSE,194.119,1931.962,86,56,30,14,928.0530769,909,0,0,21768.89,145
272,"""sparse""","""0.8""",FALSE,3000,2,0.798044766,3,0.012186314,87704.9,TRUE,FALSE,207.163,1928.118,98,66,32,14,996.3395131,891,0,0,12295.7,128
273,"""sparse""","""0.8""",FALSE,3000,3,0.803237218,15,0.019075001,137282.78,TRUE,FALSE,209.392,1949.492,92,61,31,12,807.6213601,870,0,0,21222.02,143
274,"""sparse""","""0.8""",FALSE,3000,4,0.782787231,1,0.017105348,123107.19,TRUE,FALSE,194.227,1932.289,99,64,35,12,861.2450714,902,0,0,20034.91,145
275,"""sparse""","""0.8""",FALSE,3000,5,0.804032664,4,0.015582978,112150.69,TRUE,FALSE,204.71,1928.064,94,59,35,10,1013.799374,758,0,0,18911.9,126
276,"""sparse""","""0.8""",FALSE,3000,6,0.776778435,1,0.019066189,137219.36,TRUE,FALSE,206.963,1947.484,112,71,41,11,818.8917439,1066,0,0,17759.76,153
277,"""sparse""","""0.8""",FALSE,3000,7,0.819750521,2,0.021112393,151945.89,TRUE,FALSE,196.105,1930.075,106,72,34,13,964.1390382,991,0,0,23712.48,151
278,"""sparse""","""0.8""",FALSE,3000,8,0.795521839,10,0.036432532,262204.93,TRUE,FALSE,199.215,1921.766,113,70,43,20,953.3444504,1425,0,0,47733.34,256
